YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1903,11,17,0,0,0,1,9,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,11,24,0,0,0,-1,9,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,11,29,0,0,0,-1,9,0,0,USA,HI,HAWAII,0,0,80,15.7,0,3.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,12,7,14,25,0,3,1,0,6.5,CHILE,0,NORTHERN CHILE,-28.5,-71,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0
1904,1,20,14,52,6,1,1,33,7.9,COLOMBIA,0,OFF THE COAST PANAMA-COLOMBIA,7,-79,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,2,2,0,0,0,2,0,0,0,INDONESIA,0,CELEBES SEA,1.5,120.8,83,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,3,30,0,0,0,-1,9,0,0,USA,WA,WASHINGTON-OREGON,0,0,88,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,6,25,14,45,36,4,1,30,8.3,RUSSIA,0,"KAMCHATKA PENINSULA, RUSSIA",52,159,86,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,6,25,21,0,36,3,1,0,8.1,RUSSIA,0,"KAMCHATKA PENINSULA, RUSSIA",52,159,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,7,5,0,0,0,1,1,0,0,INDONESIA,0,BANDA SEA,-3.6,128.7,83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1904,8,8,22,50,0,1,1,33,7.2,NEW ZEALAND,0,CAPE TURNAGAIN,-40.4,176.4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,8,25,10,0,0,1,2,0,0,NEW ZEALAND,0,0,-39.12,177.2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,9,7,0,0,0,1,1,0,0,INDONESIA,0,S. JAVA,-7.7,109,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,12,20,5,44,18,2,1,0,7.2,PANAMA,0,BOCAS DEL TORO,9.2,-82.8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,12,30,0,0,0,-1,0,0,0,COOK ISLANDS,0,COOK IS.,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,1,16,0,0,0,0,8,0,0,NORWAY,0,LOEN,61.866,6.85,73,40.5,0,0,0,0,61,2,0,0,0,0,0,2,0,2,0,0,61,2,0,0,0,0,0,2,0,2,0,0
1905,1,20,2,32,30,2,1,0,6.3,GREECE,0,AEGEAN SEA,39.66,22.83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,1,20,18,23,0,2,1,0,6.8,COSTA RICA,0,GULF OF NICOYA,9.85,-84.68,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1905,1,0,0,0,0,1,1,0,0,MEXICO,0,REVILLAGIGEDO ISLANDS,19,-113,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,3,19,0,0,0,2,1,0,0,VANUATU,0,MALO PASS,0,0,82,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,4,4,0,50,0,0,1,25,7.8,INDIA,0,"KANGRA, INDIA",33,76,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,4,0,0,0,0,0,4,0,0,0,0
1905,7,4,0,0,0,4,8,0,0,USA,AK,"DISENCHANTMENT BAY, AK",60,-139.58,87,33.53,0,5.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,7,6,16,21,0,3,1,33,7,JAPAN,0,JAPAN:  OFF FUKUSHIMA,37.4,142.6,85,0,0,-1,0,0,57,2,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0
1905,8,4,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1905,9,8,1,43,0,4,1,0,7.9,ITALY,0,CALABRIAN ARC,39,16,50,1.3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,10,4,22,29,0,4,1,0,5.1,RUSSIA,0,BLACK SEA,44.5,37.5,40,0.5,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,10,21,11,1,37,1,1,60,7.5,GEORGIA,0,CAUCASUS,42,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,11,22,0,0,0,2,1,0,0,VANUATU,0,PORT VILA,-17.7,168.3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,11,24,0,0,0,2,1,0,0,VANUATU,0,PORT VILA,-17.7,168.3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,12,8,8,22,0,1,1,0,6.5,PHILIPPINES,0,W. LUZON ISLAND,11,123.5,84,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1905,0,0,0,0,0,2,1,0,0,TUNISIA,0,BALEARIC SEA,37.3,9.9,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,0,0,1,0,0,0,TOGO,0,GOLD COAST,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,1,31,15,35,51,4,1,25,8.8,ECUADOR,0,OFF COAST,1,-81.5,89,5,0,1,3,0,1000,3,0,0,0,0,0,3,0,3,0,0,1000,3,0,0,0,0,0,3,0,3,0,0
1906,1,31,0,0,0,4,1,0,0,VENEZUELA,0,CARACAS,10.5,-66.916,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,2,7,0,0,0,4,1,0,0,ECUADOR,0,COLOMBIA-ECUADOR,1,-81,89,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,2,21,0,0,0,3,1,0,0,COLOMBIA,0,BUENAVENTURA,3.9,-77.033,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,4,4,0,0,0,2,6,0,0,ITALY,0,TYRRHENIAN SEA,40.821,14.426,50,0.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,4,18,13,12,0,4,3,33,7.9,USA,CA,N. CALIFORNIA,37.7,-122.5,88,0.1,0,-3.3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,5,7,0,0,0,2,1,33,0,CHILE,0,NORTHERN CHILE,-18.5,-70.3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,5,25,0,0,0,2,0,0,0,EL SALVADOR,0,OFF COAST,13.25,-88.83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,7,1,0,0,0,1,0,0,0,"MARSHALL ISLANDS, REP. OF",0,MARSHALL ISLANDS,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,8,7,0,0,0,2,0,0,0,USA,CA,S. CALIFORNIA,33.9,-117,88,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,8,17,0,40,0,3,1,25,8.2,CHILE,0,CENTRAL CHILE,-33,-72,89,3.5,0,1.8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,4,0,0,0,0,100,4,0,0,0,0
1906,9,14,16,4,18,4,1,33,8,PAPUA NEW GUINEA,0,SOLOMON SEA,-7,149,82,1.5,0,0.6,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0
1906,10,2,1,50,0,3,1,0,7.2,PAPUA NEW GUINEA,0,BISMARCK SEA,-4,149,82,1.2,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1906,11,6,0,0,0,-1,9,0,0,USA,WA,WASHINGTON-OREGON,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,11,20,21,0,0,3,1,0,5,GHANA,0,GOLD COAST,6.5,0.3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1906,11,28,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,12,26,6,53,28,2,1,33,7.9,PERU,0,S. PERU,-18,-71,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,0,0,0,0,1,2,0,0,VENEZUELA,0,MAIQUETIA,10.6,-66.95,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,1,4,5,19,12,4,1,50,7.6,INDONESIA,0,NW. SUMATRA,2,94.5,60,0,0,1.5,2,0,400,3,0,0,0,0,0,3,0,3,0,0,400,3,0,0,0,0,0,3,0,3,0,0
1907,1,14,21,36,0,4,1,0,6.5,JAMAICA,0,JAMAICA,18,-76.8,74,2.5,0,1.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1000,3,0,0,0,0,30,4,0,3,0,0
1907,3,29,20,46,30,1,1,500,7.3,INDONESIA,0,"KARAKELONG, TALAUD ISLANDS",3,122,83,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,4,14,6,8,6,3,1,0,8.1,MEXICO,0,S. MEXICO,17,-100,88,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,2,0,3,0,0
1907,6,8,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,6,19,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,6,27,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,7,9,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,7,25,0,0,0,2,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,7,0,0,0,0,2,6,0,0,TONGA,0,TONGA ISLANDS,-21.38,-175.65,81,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,9,24,12,58,0,3,3,33,5.5,USA,AK,"SKAGWAY, AK",59.5,-135.5,87,0.7,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1907,10,6,0,0,0,4,6,0,0,SAMOA,0,MATAVANU VOLCANO,-13.612,-172.525,81,3.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1907,10,23,20,28,19,4,1,0,5.9,ITALY,0,IONIAN CALABRIA,38.133,16.017,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,158,3,0,0,0,0,0,2,0,3,0,0
1907,12,15,17,35,0,2,1,33,7.4,PAPUA NEW GUINEA,0,BISMARCK SEA,-3.1,142.5,82,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1908,2,6,0,0,0,3,1,130,7.5,INDONESIA,0,SW. SUMATRA,-2,100,60,1.4,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,2,14,11,25,0,1,3,0,6,USA,AK,"PRINCE WILLIAM SOUND, AK",61,-146.2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1908,3,23,12,20,0,-1,1,0,6.6,INDONESIA,0,TIMOR SEA,-10,129,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1908,5,31,0,0,0,0,1,0,6.5,UKRAINE,0,CRIMEA,44,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,9,11,0,0,0,2,0,0,0,CANADA,QC,GULF OF SAINT LAWRENCE,48.958,-62.133,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,9,21,6,31,0,4,1,33,6.8,USA,HI,HAWAII,19,-155,80,1.2,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,12,12,12,8,0,2,1,33,8.2,PERU,0,S. PERU,-14,-78,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,12,28,4,20,27,4,3,40,7,ITALY,0,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,50,13,0,0,5,0,2000,4,0,0,0,0,0,4,0,4,0,0,80000,4,0,0,0,0,116,4,0,4,0,0
1909,3,7,0,0,0,2,1,0,0,COOK ISLANDS,0,RAROTONGA,-21,-159,81,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1909,3,12,23,19,0,4,1,0,6.7,JAPAN,0,OFF BOSO PENINSULA,34.5,141.5,85,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1909,3,13,14,29,0,4,1,80,7.5,JAPAN,0,OFF BOSO PENINSULA,34.5,141.5,85,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1909,6,3,18,40,48,2,1,40,7.6,INDONESIA,0,SUMATRA,-2,101,60,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1909,6,8,5,46,30,0,1,0,7.6,CHILE,0,NORTHERN CHILE,-26.5,-70.5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,7,8,0,0,0,1,1,0,0,VANUATU,0,VANUATU ISLANDS,-15.5,167.2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1909,7,30,10,51,54,2,1,0,7.4,MEXICO,0,S. MEXICO,16.8,-99.8,88,9,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,8,14,6,30,0,4,1,33,6.9,JAPAN,0,"ANEGAWA, JAPAN",35.4,136.3,85,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,3,976,3,0,0
1909,9,20,0,0,0,-1,9,0,0,USA,LA,LOUISIANA: GRAND ISLE,0,0,75,0,0,0,0,0,300,3,0,0,0,0,0,0,0,0,0,0,300,3,0,0,0,0,0,0,0,0,0,0
1909,12,9,23,28,0,4,1,100,8,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",12.5,145,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1910,2,25,0,0,0,1,1,0,6,PAPUA NEW GUINEA,0,MATUPI HARBOR,-4.25,152.25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,3,20,0,0,0,0,8,0,0,NEW ZEALAND,0,"LAKE TAUPO, NORTH ISLAND",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,11,5,0,0,0,1,0,0,0,USA,AK,"NOME, AK",64,-165,87,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1910,11,10,12,19,54,3,1,90,7.2,VANUATU,0,VANUATU ISLANDS,-14,166.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1910,11,21,12,45,0,-1,9,0,0,USA,CA,"SAN FRANCISCO, CA",0,0,88,0.3,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,12,18,2,42,0,2,1,0,6.7,INDONESIA,0,SULAWESI,4,127,83,0,0,-1.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1910,12,30,0,0,0,1,1,60,6.2,PHILIPPINES,0,SULU SEA,9,125.5,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,1,30,0,0,0,4,6,0,0,PHILIPPINES,0,"TAAL, LUZON ISLAND",14.002,120.993,84,3,0,0,0,0,50,1,0,0,0,0,0,1,0,1,0,0,1335,4,0,0,199,3,0,3,543,3,0,1
1911,2,18,21,35,12,3,1,0,6.7,ALBANIA,0,OCHRIDA LAKE,40.9,20.8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,5,8,0,0,0,2,1,0,0,PAPUA NEW GUINEA,0,"BLANCHE BAY, BISMARCK SEA",-4.25,152.25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,5,11,0,0,0,2,0,0,6.6,TOGO,0,GOLD COAST,6.1,1.2,77,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,6,15,14,26,0,4,1,160,8,JAPAN,0,RYUKYU ISLANDS,28,130,85,0,0,1,1.5,0,0,0,0,0,0,0,0,2,0,3,0,0,12,1,0,0,0,0,0,3,422,3,0,0
1911,7,12,4,7,36,1,1,50,7.8,PHILIPPINES,0,PHILIPPINE TRENCH,9,126,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
1911,9,15,13,10,0,2,1,0,7.3,CHILE,0,NORTHERN CHILE,-20,-72,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,9,22,5,1,24,1,3,60,6.9,USA,AK,"PRINCE WILLIAM SOUND, AK",60.5,-149,87,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,11,3,0,0,0,3,6,0,0,TRINIDAD AND TOBAGO,0,TRINIDAD,10.5,-61.2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,1,24,16,22,51,2,1,0,6.8,GREECE,0,IONIAN SEA,38.12,20.67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,4,13,0,0,0,0,8,0,0,USA,OH,"SOUTHERN SHORE, LAKE ERIE (OHIO)",42,-81,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1912,6,8,4,42,0,3,1,100,6.6,JAPAN,0,SANRIKU,40.5,142,85,0.5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1912,8,9,1,29,0,2,1,60,7.8,TURKEY,0,MARMARA SEA,40.5,27.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,10,31,17,24,0,1,1,33,6.9,"MICRONESIA, FED. STATES OF",0,CAROLINE ISLANDS,7,138,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,12,6,0,0,0,1,1,0,0,"MICRONESIA, FED. STATES OF",0,"YAP ISLANDS, CAROLINE ISLANDS",0,0,81,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,2,22,1,6,0,3,1,33,6.8,NEW ZEALAND,0,TASMAN SEA,-41.8,171.5,81,1.5,0,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1913,3,14,8,45,4.3,-1,4,15,7.8,INDONESIA,0,SANGIHE ISLAND,5.354,126.121,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,3,0,0,0,0,0,2,0,3,0,0
1913,6,9,0,0,0,2,8,0,0,USA,NJ,"LONGPORT, NJ",39.314,-74.525,75,0,0,0,0,0,0,0,1,1,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1913,7,28,6,40,0,1,1,30,7,PERU,0,S. PERU,-16.6,-73.3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,8,6,22,14,24,2,1,33,7.9,PERU,0,S. PERU,-17,-74,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,3
1913,10,11,4,6,3,4,1,33,7,PAPUA NEW GUINEA,0,SOLOMON SEA,-7,148,82,0.1,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,12,11,0,0,0,2,0,0,0,USA,CA,"SANTA BARBARA, S. CALIFORNIA",0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,1,12,9,28,0,4,4,33,7.1,JAPAN,0,SEIKAIDO,31.58,130.67,85,3,0,1.6,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,63,2,0,0,112,3,19,3,2268,4,0,0
1914,1,12,0,0,0,2,1,33,0,PERU,0,CENTRAL PERU,-12,-76.6,89,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,1,15,4,28,0,1,1,0,0,ITALY,0,LIGURIAN SEA,43.5,10.2,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,2,26,4,58,12,1,1,130,7.2,PERU,0,S. PERU,-17,-72,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,3,14,0,0,0,-1,0,0,0,INDONESIA,0,INDONESIA,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,5,26,14,22,47.7,4,1,15,8.1,INDONESIA,0,NW. IRIAN JAYA,-1.829,136.943,83,0.1,0,1.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0
1914,5,0,0,0,0,2,0,0,0,CANADA,NS,GULF OF SAINT LAWRENCE,48.958,-62.133,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,6,25,19,7,25.9,2,1,35,7.6,INDONESIA,0,INDONESIA,-3.924,101.82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,20,1,0,1,0,1,0,0
1914,10,6,19,15,0,4,3,0,0,NEW ZEALAND,0,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
1914,11,27,14,39,46,1,3,30,6.3,GREECE,0,IONIAN SEA,38.8,20.6,50,3,0,1.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,3,0,3,0,2
