YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1892,5,10,0,0,0,1,0,0,0,URUGUAY,0,MONTEVIDEO,-34.917,-56.167,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,5,16,11,10,0,4,1,0,7.5,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14,143.3,81,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1892,5,17,12,10,0,3,1,0,0,INDONESIA,0,NORTHEAST SUMATRA,2.5,99.5,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1892,6,7,0,0,0,4,6,0,0,INDONESIA,0,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.5,83,0.75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1532,4,0,0,0,0,0,3,0,3,0,0
1892,8,30,0,0,0,3,6,0,0,TONGA,0,TOFUA,-19.75,-175.07,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,8,0,0,0,0,2,0,0,0,VANUATU,0,ESPIRITU SANTO ISLAND,-15.25,166.83,82,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,11,15,11,20,0,1,1,0,0,ITALY,0,TYRRHENIAN SEA,40.54,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,11,18,0,0,0,3,1,70,7,INDONESIA,0,SERAM ISLAND,-3,127.75,83,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,12,9,0,0,0,4,1,0,6.5,JAPAN,0,SW. HONSHU ISLAND,37,136.8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0
1893,1,28,0,0,0,1,0,0,0,GREECE,0,SAMOTHRACE,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,2,9,0,0,0,4,1,0,6.5,GREECE,0,SAMOTHRACE,40.5,25.5,50,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2
1893,2,19,0,0,0,2,1,0,0,JAMAICA,0,KINGSTON,17.97,-76.8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,4,17,5,6,0,3,1,0,6.4,GREECE,0,IONIAN SEA,37.7,20.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,6,4,2,27,0,4,1,0,7,RUSSIA,0,S. KURIL ISLANDS,43.3,147.5,86,3,0,1.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,6,13,0,0,0,4,1,0,6.9,JAPAN,0,"NEMURO, JAPAN",42.5,145.5,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,6,14,0,0,0,2,1,0,7.5,ALBANIA,0,ALBANIAN COASTS,40.2,19.7,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1893,6,21,6,50,0,0,1,0,0,PHILIPPINES,0,AGUSAN RIVER,6.9,125.8,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1893,7,31,0,0,0,1,1,0,6,VANUATU,0,"PORT VILA, EFATE ISLAND",-17.75,168.3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,8,27,0,0,0,2,0,0,0,VANUATU,0,"PORT VILA, EFATE ISLAND",-17.75,168.3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,3,22,10,23,0,4,1,0,7.9,JAPAN,0,SE. HOKKAIDO ISLAND,42.5,146,85,4,0,2,1.5,0,0,0,0,0,0,0,0,1,0,0,12,1,1,1,0,0,6,1,0,2,0,0,99,2
1894,4,27,19,21,0,4,3,0,7,GREECE,0,NORTH EVOIKOS GULF,38.7,23.1,50,3,0,1.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,5,10,0,0,0,2,0,0,0,MEXICO,0,OFF WEST COAST,25.4,-108.95,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,7,10,12,33,0,4,1,0,6.7,TURKEY,0,MARMARA SEA,40.6,28.7,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,10,22,8,35,0,4,1,0,7,JAPAN,0,"YAMAGATA, JAPAN",38.9,139.8,85,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,726,3,0,0,0,0,0,0,3858,4,0,0
1894,11,16,18,52,0,2,1,0,0,ITALY,0,CALABRIAN ARC,38.3,15.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,0,0,0,0,0,3,0,0,0,0
1894,11,21,0,0,0,2,0,0,0,ATLANTIC OCEAN,0,ATLANTIC OCEAN,49,-34.5,72,12.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,11,28,0,0,0,3,8,0,0,USA,WA,"PUYALLUP RIVER DELTA, TACOMA, WA",47.286,-122.445,88,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1894,0,0,0,0,0,2,0,0,0,TUNISIA,0,BALEARIC SEA,0,0,50,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,1,28,0,0,0,-1,9,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,3,6,8,35,0,4,1,0,7.3,PAPUA NEW GUINEA,0,SOLOMON SEA,-8.4,150.1,82,6,0,2.6,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0
1895,3,9,0,0,0,2,8,0,0,USA,CA,S. CALIFORNIA,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,5,25,0,0,0,1,1,0,0,JAPAN,0,W. KYUSHU ISLAND,33,130,85,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,5,31,0,0,0,4,1,0,0,CHILE,0,NORTHERN CHILE,-18,-71,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,7,8,21,30,0,2,1,30,8.2,TURKMENISTAN,0,CASPIAN SEA,39.5,53.7,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1895,7,9,5,30,0,4,8,0,0,NEW ZEALAND,0,PIEGON BAY,-43.688,172.9,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,7,0,0,0,0,1,8,0,0,USA,CA,S. CALIFORNIA,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,8,18,6,57,0,4,3,12,6,NEW ZEALAND,0,"LAKE TAUPO, NORTH ISLAND",-38.8,176,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,9,1,11,9,0,3,1,0,4.3,USA,NJ,"HIGH BRIDGE, NJ",40.667,-74.883,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,10,14,0,0,0,-1,9,0,0,USA,CA,N. CALIFORNIA,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,10,31,11,8,0,0,1,0,6.7,USA,MO,"CHARLESTON, MO",37,-89.4,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,11,1,0,0,0,1,1,0,0,ITALY,0,TYRRHENIAN SEA,41.7,12.2,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,1,9,0,0,0,4,1,0,7.6,JAPAN,0,"KASHIMA, JAPAN",36.5,141,85,0.25,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,2,16,18,0,0,2,1,0,0,JAMAICA,0,KINGSTON,17.6,-76.7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0
1896,6,15,10,33,0,4,1,0,8.3,JAPAN,0,SANRIKU,39.5,144,85,38.2,0,5.2,3.8,0,27122,4,9247,4,0,0,0,4,11000,4,0,0,27122,4,0,0,13247,4,0,4,11000,4,0,0
1896,10,10,0,0,0,2,1,0,6.8,INDONESIA,0,SW. SUMATRA,-3.5,102.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1896,10,16,6,15,0,1,1,0,0,ITALY,0,LIGURIAN SEA,43.7,8.1,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,11,5,2,50,0,3,1,0,0,GREECE,0,IONIAN SEA,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,12,17,0,0,0,-1,9,0,0,USA,CA,"SANTA BARBARA, CA",0,0,88,2.5,0,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,0,0,0,0,4,1,0,0,ICELAND,0,ICELAND,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,2,19,20,50,0,4,1,33,7.4,JAPAN,0,SANRIKU,38.1,141.9,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1897,3,15,0,0,0,2,1,15,5.5,INDONESIA,0,FLORES SEA,-6.8,120.8,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,3,26,0,0,0,0,0,0,0,SOLOMON ISLANDS,0,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1897,4,17,0,0,0,2,8,0,0,USA,AK,"GULF OF ALASKA, AK",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1897,4,29,0,0,0,1,0,0,0,NEW ZEALAND,0,OFF EAST COAST OF SOUTH ISLAND,-43.6,172.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,6,12,11,6,0,0,1,0,8.7,INDIA,0,ASSAM,26,91,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,4,0,0,0,0,0,4,0,4,0,0
1897,6,20,0,0,0,2,1,0,7,MEXICO,0,S. MEXICO,16,-95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1897,8,5,0,10,0,4,1,0,7.7,JAPAN,0,SANRIKU,38,143.7,85,3.6,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1897,9,20,19,6,0,1,1,33,8.6,PHILIPPINES,0,SULU SEA,6,122,84,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1897,9,21,5,12,0,4,1,33,8.7,PHILIPPINES,0,SULU SEA,6,122,84,7,0,2.6,2.5,0,13,1,14,1,0,0,0,1,33,1,0,0,13,1,0,0,14,1,0,3,0,3,0,0
1897,9,21,7,14,0,1,1,0,0,NEW ZEALAND,0,WELLINGTON,-41.3,174.8,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,10,18,23,48,0,3,1,33,8.1,PHILIPPINES,0,SAMAR ISLAND,12,126,84,0,0,0,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,17,1,0,0
1897,12,29,10,32,0,1,1,0,0,DOMINICAN REPUBLIC,0,SANTO DOMINGO,18.5,-69.95,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
1897,12,0,0,0,0,1,1,0,0,GREECE,0,IONIAN ISLANDS,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,0,0,0,0,1,1,0,0,MONTSERRAT,0,SOUFRIERE HILLS VOLCANO,16.72,-62.18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,3,31,7,43,0,1,9,0,6.2,USA,CA,"OAKLAND, N. CALIFORNIA",38.2,-122.4,88,0.31,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,4,22,23,37,0,4,1,0,7.2,JAPAN,0,HONSHU ISLAND,38.6,142,85,0.1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,3,0,0
1898,6,2,21,40,0,3,1,0,7,GREECE,0,"PELOPONNESUS, GREECE",37.6,22.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,7,23,2,17,0,1,1,0,6.5,CHILE,0,CENTRAL CHILE,-36.83,-73.03,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,2,0,0
1898,12,3,5,50,0,2,1,0,0,GREECE,0,IONIAN ISLANDS,37.75,21,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1899,1,15,0,0,0,3,1,0,0,PAPUA NEW GUINEA,0,"EAST COAST, NEW IRELAND",-3,152,82,0,0,0,1.5,0,0,3,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,2,0,3,0,0
1899,1,22,7,56,0,2,1,0,6.6,GREECE,0,IONIAN SEA,37.2,21.6,50,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,1,29,0,0,0,1,1,0,0,AUSTRALIA,0,NORTHERN AUSTRALIA,-12.4,130.7,60,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,2,3,0,0,0,1,0,0,0,PORTUGAL,0,AZORES,38.7,-28.2,73,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
1899,8,8,0,0,0,1,0,0,0,CHILE,0,CENTRAL CHILE,-33,-71.5,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1899,9,4,0,22,0,4,1,0,8.2,USA,AK,"CAPE YAKATAGA, AK",60,-142,87,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1899,9,10,21,41,0,4,3,25,8.2,USA,AK,"YAKUTAT BAY, AK",60,-140,87,60.96,0,5.9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1899,9,29,17,3,0,4,3,0,7.8,INDONESIA,0,BANDA SEA,-3,128.5,83,12,0,3.6,3,0,2460,4,300,3,0,0,0,3,0,0,0,0,2460,4,0,0,300,3,0,3,0,0,0,0
1899,10,7,0,0,0,2,0,0,0,JAPAN,0,TAGONOURA,35.1,138.75,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,10,19,9,16,0,2,1,0,0,PAPUA NEW GUINEA,0,BISMARCK SEA,-5,148,82,0,0,0,1.5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1899,11,24,18,43,0,4,1,0,7.1,JAPAN,0,SEIKAIDO,31.9,132,85,0.3,0,-1.7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1899,11,25,18,55,0,4,1,0,6.9,JAPAN,0,SEIKAIDO,32.7,132.3,85,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,12,25,12,25,0,1,9,0,6.4,USA,CA,S. CALIFORNIA,33.8,-118.5,88,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,1,10,0,0,0,1,1,0,0,INDONESIA,0,"GALELA, HALMAHERA ISLAND",1.82,127.85,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,8,11,4,40,0,4,3,0,0,USA,AK,"LITUYA BAY, AK",58.6,-137.5,87,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0
1900,9,10,21,30,0,4,1,0,6.8,PAPUA NEW GUINEA,0,BISMARCK SEA,-4,152,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1900,9,17,21,45,0,3,1,0,0,PAPUA NEW GUINEA,0,RABAUL HARBOR,-5,148,82,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,10,7,21,4,0,3,1,0,6.9,INDONESIA,0,BISMARCK SEA,-4,140,83,0,0,1,1.5,0,5,1,0,0,0,0,0,1,1,1,0,0,5,1,0,0,0,0,0,1,1,1,0,0
1900,10,29,9,11,0,3,1,25,8.4,VENEZUELA,0,MANCUTO,11,-66,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,3,3,7,45,0,3,3,0,6.7,USA,CA,"MONTEREY BAY, N. CALIFORNIA",36,-120.5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,3,31,7,12,0,1,1,0,7.2,BULGARIA,0,BLACK SEA,43.4,28.5,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,50,1,0,3,1200,4,0,0
1901,6,15,0,0,0,4,1,33,6,JAPAN,0,"IWATE, JAPAN",39,143,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,6,24,0,0,0,4,1,33,7.5,JAPAN,0,RYUKYU ISLANDS,28,130.3,85,0.25,0,-2.3,-1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1901,8,9,9,23,30,4,1,33,7.2,JAPAN,0,OFF NORTHEAST COAST HONSHU,40.5,142.5,85,0.6,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1901,8,9,13,1,0,4,1,33,7.9,NEW CALEDONIA,0,LOYALTY ISLANDS,-22,170,82,1.2,0,-0.7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
1901,8,9,18,33,45,4,1,33,7.4,JAPAN,0,OFF NORTHEAST COAST HONSHU,40.6,142.3,85,0.25,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,2,8,1,0,0
1901,8,9,20,0,0,4,1,33,6.3,JAPAN,0,OFF NORTHEAST COAST HONSHU,40.5,142.5,85,0.02,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,9,10,0,30,0,2,1,0,7,PHILIPPINES,0,E. LUZON ISLAND,14,121.6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1901,10,8,2,16,0,3,1,0,7,NICARAGUA,0,NICARAGUA,11,-86.5,88,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1901,12,31,9,2,30,1,1,25,7.1,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",51.45,-171.02,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,1,18,23,23,0,1,2,0,6.3,GUATEMALA,0,OCOSA,14.71,-91.59,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1902,2,26,0,0,0,3,1,0,7,EL SALVADOR,0,EL SALVADOR-GUATEMALA,13.5,-89.5,88,5,0,2.3,2,0,185,3,100,2,0,0,0,3,0,0,0,0,185,3,0,0,100,2,0,3,0,0,0,0
1902,4,19,2,23,30,0,1,33,7.5,GUATEMALA,0,OCOS,14,-91,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4,0,0,0,0,0,3,0,0,0,0
1902,5,5,0,0,0,4,7,0,0,MARTINIQUE (FRENCH TERRITORY),0,MOUNT PELEE,14.82,-61.17,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0
1902,5,7,0,0,0,4,6,0,0,SAINT VINCENT AND THE GRENADINES,0,SOUFRIERE VOLCANO,13.33,-61.18,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,4,0,0,0,0,0,3,0,0,0,0
1902,5,8,0,0,0,2,6,0,0,MARTINIQUE (FRENCH TERRITORY),0,MOUNT PELEE,14.82,-61.17,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,4,0,0,0,0,0,0,0,0,0,0
1902,5,20,0,0,0,2,6,0,0,MARTINIQUE (FRENCH TERRITORY),0,MOUNT PELEE,14.82,-61.17,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,7,5,14,56,30,3,1,0,6.6,GREECE,0,AEGEAN SEA,40.75,23.25,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,8,16,8,11,36,1,1,0,0,MEXICO,0,MEXICO,24.6,-107.9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,8,21,11,17,0,1,1,0,7.3,PHILIPPINES,0,"ILLANA BAY, CELEBES SEA",7.5,123.5,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1902,8,30,0,0,0,4,6,0,0,MARTINIQUE (FRENCH TERRITORY),0,MOUNT PELEE,14.82,-61.17,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,3,0,0,0,0,0,0,0,0,0,0
1902,9,27,0,0,0,1,2,0,0,GUATEMALA,0,OCOS,14,-91,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1903,2,10,2,28,0,1,1,0,0,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14,143.3,81,0.15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1903,3,30,0,0,0,2,1,33,6.5,INDONESIA,0,BANDA SEA,-3,127.5,83,1,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,5,13,0,0,0,1,1,0,0,ITALY,0,CALABRIAN ARC,38.1,13.4,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,7,16,0,0,0,1,1,0,0,MEXICO,0,S. MEXICO,16.7,-99.2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,8,0,0,0,0,2,6,0,0,USA,AK,"COOK INLET, AK",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,9,7,0,0,0,1,1,0,0,TAIWAN,0,TAIWAN,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,9,26,0,0,0,2,1,0,0,CHILE,0,NORTHERN CHILE,-20.2,-70.15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,10,6,6,30,0,-1,9,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,10,8,0,0,0,-1,9,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
